image_file,xmin,ymin,xmax,ymax
1658595.jpg,16,333,1479,681
1520426.jpg,2,5,1023,705
1006793.jpg,21,88,1023,483
0904858.jpg,15,184,1010,461
1127995.jpg,9,120,1008,462
0931734.jpg,1,9,1022,720
1798066.jpg,2,194,1019,514
0225221.jpg,24,225,999,478
0768173.jpg,157,234,982,471
0222901.jpg,65,161,908,397
1271552.jpg,10,202,994,439
0476351.jpg,49,148,1014,492
0457171.jpg,10,175,1183,571
0981955.jpg,27,295,1559,721
0151672.jpg,29,213,993,473
1134122.jpg,23,131,1022,499
0087248.jpg,28,86,863,294
2083668.jpg,7,214,1191,576
1769024.jpg,7,240,1191,533
0940358.jpg,5,239,1019,503
1582400.jpg,3,183,1018,464
1138890.jpg,5,36,1022,654
2259027.jpg,8,190,1017,468
1607459.jpg,11,300,1589,728
2039060.jpg,8,188,1190,505
2021838.jpg,8,208,1190,545
1740623.jpg,8,273,1388,645
2220738.jpg,25,282,1280,598
0905077.jpg,2,4,1021,698
1913767.jpg,6,227,1189,538
2213427.jpg,33,286,1267,656
0867007.jpg,4,234,1011,550
1976400.jpg,12,220,1183,524
2204928.jpg,8,205,1196,526
2054456.jpg,25,162,1008,444
0338174.jpg,10,274,994,548
2000146.jpg,10,185,1185,565
2209439.jpg,25,209,1165,526
1546804.jpg,2,208,1020,454
1103084.jpg,9,201,1190,521
0097107.jpg,1,93,787,305
1027002.jpg,17,124,1022,517
1143131.jpg,7,161,993,450
1921655.jpg,13,187,1182,518
0487358.jpg,4,166,995,455
1121194.jpg,21,285,1582,749
0174925.jpg,1,42,1022,604
1870569.jpg,39,153,962,431
1852244.jpg,0,115,1198,708
2080693.jpg,21,206,1178,576
2075625.jpg,3,205,1191,557
0493824.jpg,1,57,1022,572
2215391.jpg,9,162,993,458
0469128.jpg,30,172,1198,519
1823703.jpg,8,178,1186,512
1587526.jpg,7,271,1580,691
1456005.jpg,16,221,1186,551
1469629.jpg,15,155,1010,457
0894406.jpg,6,159,993,447
2176725.jpg,18,264,1275,597
2230359.jpg,6,168,1193,524
0305715.jpg,18,103,1224,504
1228882.jpg,16,33,1020,539
1287740.jpg,5,153,1016,441
0543862.jpg,12,204,1023,588
2103110.jpg,17,159,1009,447
1563456.jpg,11,119,1023,481
1258139.jpg,9,43,1019,566
1095676.jpg,29,259,1577,711
1014374.jpg,15,310,1567,741
1088532.jpg,1,13,1021,629
0752124.jpg,31,156,1006,463
2076100.jpg,4,204,1192,573
1458705.jpg,14,270,1590,724
2234650.jpg,9,174,1191,516
1792328.jpg,19,177,997,453
1145215.jpg,17,263,1585,718
0732201.jpg,28,265,1252,612
0065436.jpg,33,96,897,376
1325459.jpg,19,191,998,485
1847312.jpg,6,187,1275,613
1429850.jpg,15,171,1016,487
1700645.jpg,1,146,1010,539
1795133.jpg,5,196,1193,546
1287644.jpg,11,163,993,440
1930685.jpg,3,212,1194,575
0939579.jpg,2,48,994,664
1715529.jpg,1,32,1022,636
0894021.jpg,1,42,1002,561
1206451.jpg,7,220,991,453
1992904.jpg,10,195,1189,544
0275909.jpg,42,224,1278,587
1820319.jpg,18,133,1023,559
1658290.jpg,0,22,1021,651
1448175.jpg,4,159,1016,480
2110536.jpg,9,175,1190,525
1704830.jpg,18,183,1015,455
2221641.jpg,24,301,1102,624
0658068.jpg,2,164,978,463
2059186.jpg,25,176,1010,439
0890198.jpg,0,98,1023,587
2172265.jpg,26,253,1197,649
0361122.jpg,0,114,1011,523
1472187.jpg,16,160,1016,439
1758487.jpg,21,169,1008,460
0167800.jpg,45,119,899,410
1692543.jpg,9,249,1482,674
1401062.jpg,12,207,1189,562
1701061.jpg,8,218,1190,588
1842168.jpg,8,147,1015,448
1146233.jpg,9,171,985,507
0123345.jpg,130,207,949,439
0136489.jpg,0,156,951,437
1696058.jpg,1,130,1013,555
1706735.jpg,6,181,1197,574
1615623.jpg,21,175,1078,492
1514936.jpg,5,157,1020,461
1870552.jpg,27,170,1007,443
0846180.jpg,11,297,1433,661
0467445.jpg,16,165,987,444
1405536.jpg,7,194,1197,544
0445392.jpg,10,182,990,457
1877324.jpg,2,64,1197,753
2212065.jpg,18,149,1009,437
1530788.jpg,0,0,1023,685
0507685.jpg,54,95,1019,426
1088345.jpg,1,143,1023,429
0361566.jpg,1,198,1138,555
1379983.jpg,15,285,1188,527
1560791.jpg,10,236,1594,695
1534012.jpg,1,78,1022,592
1234647.jpg,2,12,1021,658
1180142.jpg,9,168,993,454
0941858.jpg,2,31,1013,524
0240319.jpg,0,1,991,623
1647297.jpg,10,269,1482,710
1956397.jpg,1,8,1196,775
0704510.jpg,4,171,990,457
1608837.jpg,20,173,1063,521
1376815.jpg,4,173,1384,610
2200425.jpg,9,178,1021,469
2084802.jpg,11,209,1189,560
2060563.jpg,45,196,1106,511
1418227.jpg,14,185,1034,434
1779647.jpg,5,167,1010,494
0637452.jpg,3,132,1020,474
2044875.jpg,14,255,1194,534
1545067.jpg,18,270,1490,643
1823530.jpg,12,230,1190,525
1936431.jpg,9,220,1193,515
1783026.jpg,29,242,1072,467
0885092.jpg,6,152,1012,519
1787739.jpg,27,194,1005,430
1857207.jpg,11,217,1191,502
2083822.jpg,18,238,1180,532
1330831.jpg,17,170,1022,494
2239630.jpg,8,230,1193,517
2226247.jpg,5,210,1188,500
2106885.jpg,21,183,934,425
2094380.jpg,22,220,1182,532
1860127.jpg,28,188,997,464
2221303.jpg,16,286,1486,675
1307312.jpg,7,199,1017,454
1551732.jpg,49,195,1010,490
2130084.jpg,15,230,1181,527
2239816.jpg,7,206,1187,503
2094475.jpg,6,168,1013,531
2081094.jpg,8,235,1194,543
2015492.jpg,21,201,1194,521
1398649.jpg,13,293,1587,701
2013756.jpg,20,200,1189,497
1915069.jpg,28,226,1180,537
2251121.jpg,15,192,1002,431
1496408.jpg,1,162,991,490
1646217.jpg,13,189,1087,457
1418226.jpg,13,206,1189,500
1790501.jpg,9,222,1182,521
2191092.jpg,34,189,1167,523
1379395.jpg,5,194,1020,488
2244063.jpg,8,177,1014,458
1709112.jpg,10,136,1007,434
1179713.jpg,45,201,1082,483
1505793.jpg,9,184,1013,442
1910714.jpg,17,172,994,429
2243952.jpg,20,174,1007,419
1810920.jpg,9,187,1186,597
1864995.jpg,15,176,1008,466
1997314.jpg,4,222,1193,537
1891190.jpg,15,198,1007,434
2218526.jpg,15,190,1193,513
1718901.jpg,13,170,1008,448
2119860.jpg,19,240,1187,531
1661603.jpg,8,240,1272,585
1818832.jpg,16,184,1069,491
2069690.jpg,9,196,1017,484
0939993.jpg,10,245,1268,599
1728005.jpg,12,210,1011,434
1627991.jpg,10,312,1488,675
2124079.jpg,20,221,1008,430
1870557.jpg,16,178,1005,417
0123344.jpg,17,198,1011,451
1091648.jpg,7,214,1012,470
1105732.jpg,7,183,994,425
2204922.jpg,3,23,1020,669
0381610.jpg,0,41,972,290
0846636.jpg,21,249,1005,496
2104765.jpg,14,192,1189,652
1555557.jpg,6,168,944,443
1914684.jpg,22,202,1007,435
2044277.jpg,33,209,1071,492
1099212.jpg,9,201,990,451
1700930.jpg,5,222,1192,549
2035343.jpg,15,245,1010,481
1942551.jpg,4,167,1132,560
2035598.jpg,30,226,1073,488
1606745.jpg,21,181,1080,493
1583389.jpg,2,173,1020,445
1630525.jpg,11,227,1194,531
1246993.jpg,3,61,1017,622
1429301.jpg,13,200,1014,457
1984373.jpg,9,215,1107,533
1557747.jpg,11,310,1590,729
1303532.jpg,10,234,1266,581
1230443.jpg,2,36,1021,670
1763802.jpg,12,185,1008,437
1620516.jpg,18,302,1085,571
1603124.jpg,4,181,1018,442
2029861.jpg,28,194,1087,501
2066138.jpg,1,60,1296,817
2225263.jpg,4,237,1193,554
1913641.jpg,5,216,1195,543
1650311.jpg,21,218,1080,487
2026614.jpg,2,195,1188,496
1604058.jpg,8,61,1021,591
2234654.jpg,12,212,1193,499
1919891.jpg,10,231,1183,511
1191065.jpg,7,236,1194,563
1922917.jpg,16,180,1015,430
1760948.jpg,1,167,1020,518
1606594.jpg,9,240,1019,460
0897884.jpg,18,201,1013,480
2234645.jpg,8,209,1190,498
0102223.jpg,9,124,898,379
0489932.jpg,57,164,1023,481
1161624.jpg,3,181,1021,489
2025767.jpg,7,123,1187,563
0880062.jpg,13,126,999,504
0454802.jpg,6,144,991,449
1113588.jpg,1,31,1014,646
0875360.jpg,7,158,999,451
0063105.jpg,12,73,765,305
0447940.jpg,10,173,987,447
1294506.jpg,7,145,989,447
1135502.jpg,1,18,1021,614
0576242.jpg,10,200,992,484
0683606.jpg,9,199,1168,561
0680027.jpg,75,187,968,459
0584536.jpg,4,3,1021,741
0718627.jpg,24,175,1005,503
1879887.jpg,10,183,1181,534
0116704.jpg,16,143,764,377
0869684.jpg,5,141,999,449
0675845.jpg,0,185,330,451
1977078.jpg,5,235,1187,550
0123339.jpg,33,146,1008,476
0434370.jpg,47,202,1153,536
1355230.jpg,15,201,1191,570
0167092.jpg,49,150,990,440
0104832.jpg,1,135,937,419
0071197.jpg,34,124,778,350
1719986.jpg,8,211,1014,488
0203220.jpg,61,209,973,501
0768404.jpg,9,193,993,477
1870761.jpg,10,134,988,448
1511271.jpg,5,141,1018,469
0063290.jpg,60,91,769,311
0801610.jpg,33,132,1006,502
1447577.jpg,2,27,1021,586
0361112.jpg,16,208,1152,564
0066522.jpg,20,166,733,483
0901367.jpg,7,193,990,492
0836146.jpg,5,151,999,448
0812096.jpg,25,157,996,462
0923710.jpg,12,183,991,472
0482796.jpg,29,204,1185,665
1163998.jpg,5,132,902,517
0064072.jpg,1,73,795,336
0345781.jpg,24,74,1178,513
0939485.jpg,6,195,997,478
0931107.jpg,23,307,1573,730
0136190.jpg,33,162,987,464
0677162.jpg,6,44,1023,752
0763193.jpg,9,189,1017,479
1856982.jpg,9,181,1191,528
0100206.jpg,3,163,746,365
0091354.jpg,33,116,796,364
1559371.jpg,13,284,1587,726
0184344.jpg,46,178,959,463
1608203.jpg,12,144,1016,465
0346147.jpg,11,215,990,500
2252347.jpg,23,147,995,445
0924311.jpg,26,183,1007,436
1004164.jpg,1,156,999,558
0735016.jpg,1,132,997,448
1031476.jpg,6,138,995,468
1255726.jpg,9,184,993,475
1119128.jpg,8,237,988,455
0894382.jpg,6,194,993,467
1013519.jpg,5,152,1002,458
0174895.jpg,5,148,1004,436
0066532.jpg,27,149,754,336
0483243.jpg,4,147,990,453
0751056.jpg,16,193,1021,455
0065780.jpg,30,109,790,344
1423425.jpg,6,142,1022,452
0857110.jpg,25,355,1563,761
0995410.jpg,10,182,994,497
0907390.jpg,7,215,992,495
0901374.jpg,4,210,992,479
1429799.jpg,5,167,1190,520
1088805.jpg,16,266,1579,734
0753862.jpg,94,170,1165,591
2175626.jpg,18,179,1008,449
0185316.jpg,47,186,989,493
0901516.jpg,6,151,998,456
0487371.jpg,7,157,989,464
0067397.jpg,34,167,742,348
0661930.jpg,16,62,1021,644
0171397.jpg,6,101,1020,672
1291894.jpg,2,166,1017,483
0065226.jpg,2,130,873,389
1230196.jpg,183,423,434,511
1609206.jpg,9,262,1586,725
0376341.jpg,1,69,1190,582
1517855.jpg,5,159,1196,523
1906074.jpg,18,132,1010,446
0133435.jpg,38,150,1007,459
0063096.jpg,2,104,775,345
0523221.jpg,4,158,999,460
0901506.jpg,11,171,996,479
0187226.jpg,38,134,882,388
1908065.jpg,21,133,1010,518
0829651.jpg,12,163,991,485
2259299.jpg,36,102,1274,781
1621237.jpg,7,180,1017,496
1429836.jpg,9,123,1187,543
0368357.jpg,68,202,1198,582
1561989.jpg,14,148,1009,472
0130602.jpg,12,139,943,477
1277988.jpg,5,158,1194,560
1013358.jpg,3,23,1022,577
2221716.jpg,14,87,1189,651
1797113.jpg,20,42,1002,480
0853397.jpg,260,149,735,433
1469524.jpg,14,211,1010,445
1154647.jpg,12,223,1186,569
1758544.jpg,9,101,1015,432
0995429.jpg,5,185,995,498
0383679.jpg,1,101,1169,594
0618871.jpg,2,141,1008,486
0846175.jpg,30,292,1474,715
0947462.jpg,30,170,1003,481
0681535.jpg,8,142,987,478
0482806.jpg,36,162,941,459
0894387.jpg,9,122,996,464
0765780.jpg,11,132,998,459
0847752.jpg,14,174,1010,502
0869735.jpg,1,128,994,489
1346444.jpg,4,188,1015,510
1127082.jpg,30,80,1021,505
0062719.jpg,16,50,778,306
0949946.jpg,10,116,1012,457
1514483.jpg,6,142,1160,578
0467411.jpg,8,140,989,481
0127637.jpg,23,146,998,482
2230428.jpg,9,135,1195,541
1695905.jpg,18,170,1007,481
0843145.jpg,25,199,990,536
0063281.jpg,47,130,757,386
0115062.jpg,27,144,781,393
0094394.jpg,5,100,782,362
0143384.jpg,31,153,1008,485
0699302.jpg,8,151,995,488
2084806.jpg,11,182,1189,589
1918574.jpg,30,79,1000,483
0136480.jpg,30,159,1022,496
1446456.jpg,9,172,1190,585
0737639.jpg,12,165,1011,492
0174858.jpg,25,139,1000,488
0487316.jpg,6,161,994,498
1583433.jpg,5,63,1011,509
1149969.jpg,20,242,1537,701
0181735.jpg,51,151,998,472
2067976.jpg,9,132,1191,546
0894203.jpg,7,146,998,472
0114420.jpg,27,69,799,346
0438661.jpg,2,68,998,567
0454743.jpg,11,128,989,461
0215875.jpg,20,106,998,448
0255153.jpg,45,158,909,429
0926148.jpg,8,181,993,481
2175624.jpg,24,66,992,477
1234881.jpg,8,203,1016,491
1223291.jpg,15,229,1584,754
0994754.jpg,5,176,1021,510
0225215.jpg,14,171,989,497
0934703.jpg,10,121,1022,562
0901514.jpg,5,147,989,500
0109440.jpg,54,101,767,365
1539455.jpg,11,257,1487,740
1132271.jpg,8,166,993,477
0870866.jpg,5,129,1017,482
0123340.jpg,51,183,939,482
0203222.jpg,2,351,1022,723
0851305.jpg,11,164,991,460
0525862.jpg,5,122,992,475
1486858.jpg,10,194,1008,455
1554330.jpg,29,73,1020,563
0201677.jpg,31,126,989,476
1906073.jpg,19,124,1005,462
0719828.jpg,11,156,991,507
0104855.jpg,27,149,931,431
0923502.jpg,7,188,984,515
0822340.jpg,7,99,995,442
0668306.jpg,8,123,996,454
1027362.jpg,31,251,1570,759
0067865.jpg,85,142,735,309
1200647.jpg,7,139,1139,520
1831097.jpg,7,141,1191,559
1921449.jpg,8,143,1019,487
0367786.jpg,71,204,1171,542
1464252.jpg,13,239,1587,743
0136494.jpg,31,206,995,518
0978286.jpg,15,125,1000,466
1270583.jpg,32,187,1008,514
1555111.jpg,8,115,1014,493
1195650.jpg,15,84,1195,644
1313523.jpg,2,155,1018,493
1707905.jpg,9,149,983,464
0903308.jpg,15,162,1010,513
0396589.jpg,38,186,1178,562
0065412.jpg,45,136,836,401
2168374.jpg,14,134,1019,520
1607382.jpg,6,94,1273,619
1688325.jpg,18,189,1486,783
1113895.jpg,36,133,999,538
0934705.jpg,18,25,995,474
1981975.jpg,4,83,1014,487
1535566.jpg,90,96,1015,550
1312250.jpg,38,139,1023,544
1417184.jpg,8,86,1014,520
1910729.jpg,21,104,1008,492
2098098.jpg,7,160,1015,507
1356441.jpg,31,102,1047,510
1663628.jpg,7,61,1021,568
1351410.jpg,21,78,991,471
1277619.jpg,7,111,986,510
2239589.jpg,5,82,1020,500
1945366.jpg,3,77,1192,608
1249553.jpg,16,70,1012,497
1707575.jpg,16,151,1191,586
1165189.jpg,1,94,1022,611
0519448.jpg,28,90,1154,569
1552592.jpg,6,34,1021,583
1255446.jpg,3,175,1021,559
0458784.jpg,14,132,992,505
1882508.jpg,12,91,1188,584
1539428.jpg,13,184,1483,774
1327557.jpg,6,88,1014,493
1393354.jpg,4,159,1019,534
1058491.jpg,48,134,1564,752
1686856.jpg,13,97,1016,520
1927186.jpg,59,93,1194,619
1117069.jpg,259,181,777,372
1503763.jpg,13,163,1586,800
1813838.jpg,6,180,1181,642
1380336.jpg,14,158,1184,608
1375490.jpg,46,117,1024,508
0864663.jpg,2,30,1020,673
0481842.jpg,30,131,1157,591
2066357.jpg,9,79,1190,594
2164953.jpg,8,133,1190,613
1227531.jpg,51,81,984,475
1546041.jpg,10,119,1386,678
2173639.jpg,8,108,1191,568
1658655.jpg,9,307,1487,707
1368866.jpg,7,111,1018,521
1335573.jpg,8,72,1017,481
1909808.jpg,12,107,1020,519
1151759.jpg,14,37,1016,519
1222822.jpg,1,42,1023,604
1639831.jpg,20,195,1483,731
0505611.jpg,36,115,976,498
1055199.jpg,10,90,1014,483
1056320.jpg,20,121,996,531
0905532.jpg,31,177,963,519
2033184.jpg,8,74,1020,512
1296212.jpg,9,78,1015,495
1539524.jpg,32,123,1069,548
1723838.jpg,16,95,999,476
1355236.jpg,17,157,1193,607
1590785.jpg,2,59,1022,602
1093247.jpg,28,113,1024,532
1385121.jpg,18,121,1014,503
0559493.jpg,23,98,966,488
1185069.jpg,21,126,1504,725
1814161.jpg,0,46,1188,616
1921281.jpg,6,94,1017,517
0527682.jpg,47,91,966,514
2210075.jpg,11,204,1197,579
1302677.jpg,24,88,997,481
1069925.jpg,1,30,1048,700
1871272.jpg,69,132,1064,546
0381607.jpg,1,105,980,474
0695327.jpg,2,53,1150,654
1869981.jpg,9,112,1182,573
2260089.jpg,4,61,1143,647
1252026.jpg,44,86,981,482
1864330.jpg,7,132,1189,622
1534209.jpg,5,189,1018,508
1537100.jpg,42,96,1076,522
1355481.jpg,13,60,1398,718
2166004.jpg,12,245,1187,595
1055149.jpg,16,126,1187,592
1376172.jpg,3,122,1020,546
0694275.jpg,47,157,985,522
0923888.jpg,56,162,1569,806
1165384.jpg,1,4,1018,675
1060487.jpg,40,122,1011,527
1242658.jpg,15,86,1028,519
1103086.jpg,13,157,1185,629
1943370.jpg,8,115,1188,617
1570498.jpg,28,111,1056,558
1191117.jpg,1,70,1019,554
1298765.jpg,14,83,998,603
1807932.jpg,8,115,1189,598
2090080.jpg,1,98,1298,774
1932555.jpg,20,200,1180,639
0939541.jpg,9,112,995,513
1396939.jpg,7,138,1017,509
1293223.jpg,6,107,1013,489
1810937.jpg,10,115,1191,624
1757004.jpg,7,164,1196,580
1413239.jpg,12,151,1191,572
1092270.jpg,27,231,1555,764
1879116.jpg,5,196,1273,676
0257377.jpg,0,174,1010,518
1871273.jpg,74,209,1049,544
0481841.jpg,22,91,1179,639
1783696.jpg,23,115,1011,480
1714240.jpg,21,117,997,489
1018875.jpg,10,147,993,503
1992930.jpg,7,179,1193,597
0198104.jpg,21,122,983,500
0205770.jpg,257,3,1022,558
2137128.jpg,10,139,1192,549
1966096.jpg,4,147,1270,640
2146985.jpg,13,170,1193,574
1860177.jpg,29,133,1009,479
1358664.jpg,12,143,1018,511
1237633.jpg,12,156,989,509
1338362.jpg,9,156,1194,585
0701751.jpg,6,135,993,483
1031451.jpg,4,162,995,493
1545141.jpg,3,228,1021,523
2171602.jpg,16,194,1180,622
1483441.jpg,9,104,1018,478
2133746.jpg,7,168,1018,514
2183458.jpg,9,165,1193,581
1589410.jpg,8,96,1011,485
2241501.jpg,12,147,1018,494
1591976.jpg,32,187,1010,563
0709185.jpg,336,251,659,368
1400446.jpg,3,140,1021,495
1178011.jpg,4,189,1009,514
1363952.jpg,14,194,1190,604
1172046.jpg,18,165,1014,499
0957883.jpg,7,160,992,512
0625763.jpg,37,156,987,495
2142238.jpg,10,190,1190,619
2192006.jpg,6,175,1193,593
1003143.jpg,32,170,993,527
0143381.jpg,31,146,985,494
1691816.jpg,17,139,1008,469
1564781.jpg,17,268,1486,717
1642983.jpg,10,112,1015,473
1898311.jpg,2,38,1197,762
0979624.jpg,11,151,986,487
0523104.jpg,3,125,994,468
0847415.jpg,0,7,1021,675
1636535.jpg,27,164,1059,549
1415431.jpg,33,159,1020,508
1351643.jpg,8,237,1271,649
1105737.jpg,8,171,981,505
1459188.jpg,16,167,1180,582
0649605.jpg,73,353,1510,831
0973383.jpg,18,238,1572,804
0988091.jpg,34,136,1006,571
2058107.jpg,13,145,1188,571
2246105.jpg,13,144,1186,678
0205776.jpg,26,150,1010,503
0454592.jpg,16,146,989,497
0445491.jpg,1,126,1198,650
1671731.jpg,7,244,1195,606
1172324.jpg,26,129,1028,489
1818746.jpg,8,160,1186,586
1113092.jpg,3,141,1020,489
1281985.jpg,1,252,1376,736
1327284.jpg,19,128,996,528
1527504.jpg,13,245,1486,720
2173352.jpg,12,129,1193,558
0672114.jpg,25,195,1004,552
0110914.jpg,63,95,892,416
1940832.jpg,13,98,1010,456
0248132.jpg,23,223,901,475
0788474.jpg,6,105,995,598
1288222.jpg,10,132,1014,493
1300487.jpg,25,153,997,487
0167121.jpg,27,102,996,430
1838645.jpg,7,115,1014,472
0939503.jpg,72,313,999,654
1073032.jpg,20,157,996,506
2246817.jpg,71,229,1161,594
2088369.jpg,16,144,1189,548
2195569.jpg,11,123,1296,704
1903505.jpg,10,104,1010,460
1917860.jpg,2,59,1198,749
0925865.jpg,23,157,1003,475
0383395.jpg,7,151,1154,574
1333717.jpg,21,44,999,523
0842395.jpg,5,165,995,492
1222076.jpg,13,136,991,506
1268547.jpg,12,187,1589,763
2050152.jpg,25,182,1268,628
0959262.jpg,13,152,1008,516
1541378.jpg,10,217,1426,696
1097907.jpg,1,59,1017,570
1169718.jpg,11,172,1516,702
0522853.jpg,13,134,990,484
1548486.jpg,2,55,1007,604
2170860.jpg,25,119,1004,453
1614878.jpg,7,174,1274,659
0807860.jpg,11,151,994,461
1396941.jpg,7,156,1021,473
1102381.jpg,10,153,983,468
1683877.jpg,29,162,1063,508
1109377.jpg,3,30,1021,669
0090861.jpg,89,187,859,447
0324847.jpg,37,216,955,486
1597449.jpg,2,9,1022,675
1221957.jpg,6,140,999,480
1966244.jpg,8,191,1188,554
1211309.jpg,5,144,1020,504
0147032.jpg,48,170,999,477
0188550.jpg,37,154,799,407
0412223.jpg,27,210,1232,595
0232377.jpg,52,199,985,499
0907383.jpg,9,145,989,500
0894324.jpg,9,184,993,462
2057952.jpg,10,104,1188,590
0195003.jpg,37,174,968,519
1739566.jpg,9,157,989,486
0857653.jpg,15,107,1005,568
0959452.jpg,13,206,1016,509
1551668.jpg,12,138,1011,479
0115072.jpg,31,113,772,356
1401587.jpg,11,194,1268,619
1458698.jpg,7,245,1582,742
1641331.jpg,34,174,1009,510
0923532.jpg,21,162,1001,484
0067618.jpg,5,85,772,363
0367794.jpg,123,231,1120,527
2163061.jpg,9,187,1190,594
1876402.jpg,59,224,1028,567
0304209.jpg,38,157,930,425
1732549.jpg,13,124,1012,441
1139750.jpg,7,148,991,464
2261957.jpg,37,181,1159,547
0501890.jpg,26,133,975,437
1471543.jpg,9,191,1192,593
1586478.jpg,27,177,1081,527
0694463.jpg,7,157,993,486
0784484.jpg,5,157,994,503
1833079.jpg,2,156,1021,549
1536390.jpg,31,148,1030,527
0668444.jpg,47,212,1194,572
1008426.jpg,12,172,1037,498
0792199.jpg,2,190,1005,528
1659448.jpg,15,108,1003,474
0205775.jpg,26,172,1006,489
0328062.jpg,480,1,998,279
0523219.jpg,3,133,993,464
0237111.jpg,16,127,981,460
0582370.jpg,3,200,998,495
0676942.jpg,1,348,942,687
1553898.jpg,3,173,1272,581
1296189.jpg,6,161,989,484
1470663.jpg,8,186,1017,498
2152856.jpg,7,149,1014,469
2008530.jpg,7,203,1187,583
0225210.jpg,25,201,999,512
0829997.jpg,12,142,996,460
1942914.jpg,14,127,1010,478
1885833.jpg,26,149,1002,484
0075759.jpg,11,87,763,320
1267078.jpg,11,141,1273,642
0957899.jpg,8,163,991,494
1389257.jpg,8,177,1264,587
1320095.jpg,3,144,1021,477
2186944.jpg,300,229,1021,685
0625402.jpg,31,186,999,490
0953521.jpg,25,162,997,469
2211026.jpg,24,170,1005,460
2137087.jpg,8,162,1197,535
1573348.jpg,14,279,1482,711
0361109.jpg,74,121,917,516
0274254.jpg,34,200,976,499
1980084.jpg,3,159,1020,501
1662015.jpg,8,177,1193,554
2236969.jpg,30,198,1171,566
0851314.jpg,2,167,993,468
0699565.jpg,8,154,996,470
1293019.jpg,92,83,980,573
1370959.jpg,17,151,1003,471
0688076.jpg,6,152,993,467
1110808.jpg,10,172,983,484
1001811.jpg,1,56,1022,592
1768872.jpg,20,85,990,509
0849417.jpg,32,303,1515,725
1603592.jpg,8,153,1008,480
0716437.jpg,8,156,988,507
0973290.jpg,86,192,985,464
1729160.jpg,0,336,891,665
1878567.jpg,33,210,1072,520
0523031.jpg,8,164,995,506
2213523.jpg,9,178,1193,563
0802263.jpg,55,140,962,486
0257282.jpg,25,168,1017,452
1358695.jpg,12,176,1012,485
1036863.jpg,12,159,993,462
2096354.jpg,16,200,1187,584
1176949.jpg,10,159,992,465
1555884.jpg,1,2,1021,688
2040683.jpg,2,128,1298,709
2239626.jpg,10,197,1192,521
0447769.jpg,10,194,984,466
0684603.jpg,1,20,997,638
1860537.jpg,6,179,1019,462
0936133.jpg,21,355,1579,760
2206288.jpg,8,211,1011,509
1188170.jpg,1,1,1019,605
1461862.jpg,7,135,1012,484
0625762.jpg,35,204,985,465
1255792.jpg,6,184,994,470
0862739.jpg,21,310,1248,651
2031397.jpg,8,219,1192,539
2088378.jpg,8,203,1189,521
0083150.jpg,26,132,798,349
1000045.jpg,12,183,994,447
1207261.jpg,4,202,1018,486
1559373.jpg,9,284,1589,718
2195127.jpg,34,174,1003,438
1598389.jpg,8,179,1015,451
0182727.jpg,34,193,985,447
2008019.jpg,7,216,1188,558
1927319.jpg,11,227,1194,541
1526019.jpg,4,24,1022,693
0434343.jpg,20,230,1182,543
1542770.jpg,1,16,1008,563
1921311.jpg,23,207,1183,567
1616512.jpg,7,182,1015,465
1390306.jpg,10,200,1194,538
2245660.jpg,12,159,1019,483
0410062.jpg,24,246,1198,542
1004940.jpg,8,188,990,460
1496971.jpg,8,284,1584,714
0547318.jpg,18,87,1022,508
2206294.jpg,7,221,1192,546
2191945.jpg,11,240,1196,547
1958762.jpg,18,197,1194,516
1704741.jpg,19,213,1008,459
0136472.jpg,29,206,989,472
0523050.jpg,4,190,991,446
2248561.jpg,36,164,1141,537
1231168.jpg,5,169,1019,504
1879898.jpg,11,202,1190,516
1295495.jpg,5,124,1011,479
1222601.jpg,18,156,1015,471
2168926.jpg,16,91,1295,694
0757707.jpg,1,68,1022,554
1327939.jpg,3,231,1016,494
0367993.jpg,41,307,1157,598
1510899.jpg,20,199,993,447
1019107.jpg,2,23,1023,672
0076836.jpg,31,117,772,315
1065444.jpg,3,191,1018,476
2194912.jpg,15,173,1001,449
1568879.jpg,13,256,1482,650
0066677.jpg,18,120,899,369
2069707.jpg,6,190,1018,469
1332663.jpg,5,270,1267,578
0681470.jpg,59,150,1167,562
1469738.jpg,12,218,1002,432
1154702.jpg,6,211,1016,479
1369907.jpg,2,169,1020,474
0740504.jpg,16,157,1005,531
1645748.jpg,11,155,1010,448
2087628.jpg,0,11,1198,787
0181710.jpg,26,240,1020,517
1218795.jpg,3,171,1020,506
1702873.jpg,12,253,1492,651
1129148.jpg,12,247,1389,613
0062131.jpg,50,153,767,361
2056062.jpg,7,237,1287,585
2006296.jpg,21,236,1183,533
1599803.jpg,10,167,1010,450
2071957.jpg,10,209,1192,567
1366856.jpg,8,194,1195,525
1768769.jpg,19,178,1010,458
1386619.jpg,9,220,1190,521
0361611.jpg,27,223,1111,524
0684562.jpg,8,180,995,448
0681542.jpg,7,183,994,453
1218624.jpg,6,210,993,452
1079168.jpg,2,273,1021,685
1193603.jpg,30,180,1001,469
1611219.jpg,15,342,1483,681
2226325.jpg,47,215,1162,508
1762160.jpg,5,211,1190,535
1107447.jpg,24,186,1032,468
0851313.jpg,9,199,994,451
0274619.jpg,38,247,989,501
1886463.jpg,1,3,1198,806
0523001.jpg,9,197,988,480
1266149.jpg,15,216,1007,478
0498140.jpg,1,10,874,558
2221573.jpg,9,191,1192,535
